INFORMATION TYPE,DATE,PERIOD,USEP ($/MWh),LCP ($/MWh),DEMAND (MW),SOLAR(MW),TCL (MW),RUSEP ($/MWh),MAP ($/MWh),MAPT ($/MWh),TPC Applied
USEP,18-Feb-2025,39,147.55,0.0,7135.21,20.75,0.0,147.55,136.16,532.20,No
USEP,18-Feb-2025,40,147.55,0.0,7161.566,0.0,0.0,147.55,134.90,532.20,No
USEP,18-Feb-2025,41,147.22,0.0,7124.694,0.0,0.0,147.22,133.65,532.20,No
USEP,18-Feb-2025,42,137.46,0.0,7074.079,0.0,0.0,137.46,131.71,532.20,No
USEP,18-Feb-2025,43,137.43,0.0,6997.949,0.0,0.0,137.43,130.05,532.20,No
USEP,18-Feb-2025,44,129.92,0.0,6861.204,0.0,0.0,129.92,129.60,532.20,No
USEP,18-Feb-2025,45,129.07,0.0,6699.023,0.0,0.0,129.07,129.58,532.20,No
USEP,18-Feb-2025,46,113.1,0.0,6538.174,0.0,0.0,113.1,129.66,532.20,No
USEP,18-Feb-2025,47,102.08,0.0,6389.382,0.0,0.0,102.08,129.63,532.20,No
USEP,18-Feb-2025,48,100.74,0.0,6223.315,0.0,0.0,100.74,129.62,532.20,No
USEP,19-Feb-2025,1,115.48,0.0,6066.377,0.0,0.0,115.48,129.81,532.20,No
USEP,19-Feb-2025,2,105.96,0.0,5952.127,0.0,0.0,105.96,129.82,532.20,No
USEP,19-Feb-2025,3,104.39,0.0,5882.114,0.0,0.0,104.39,129.87,532.20,No
USEP,19-Feb-2025,4,105.97,0.0,5814.458,0.0,0.0,105.97,129.95,532.20,No
USEP,19-Feb-2025,5,102.05,0.0,5767.228,0.0,0.0,102.05,129.98,532.20,No
USEP,19-Feb-2025,6,102.02,0.0,5727.91,0.0,0.0,102.02,130.00,532.20,No
USEP,19-Feb-2025,7,100.8,0.0,5688.846,0.0,0.0,100.8,129.97,532.20,No
USEP,19-Feb-2025,8,100.88,0.0,5678.623,0.0,0.0,100.88,129.90,532.20,No
USEP,19-Feb-2025,9,100.87,0.0,5679.661,0.0,0.0,100.87,129.81,532.20,No
USEP,19-Feb-2025,10,104.54,0.0,5730.634,0.0,0.0,104.54,129.75,532.20,No
USEP,19-Feb-2025,11,105.94,0.0,5835.506,0.0,0.0,105.94,129.65,532.20,No
USEP,19-Feb-2025,12,129.88,0.0,6022.025,0.0,0.0,129.88,129.66,532.20,No
USEP,19-Feb-2025,13,128.64,0.0,6217.321,0.0,0.0,128.64,129.63,532.20,No
USEP,19-Feb-2025,14,131.93,0.0,6417.353,0.0,0.0,131.93,129.52,532.20,No
USEP,19-Feb-2025,15,137.22,0.0,6600.076,1.54,0.0,137.22,129.32,532.20,No
USEP,19-Feb-2025,16,181.68,0.0,6792.072,8.55,0.0,181.68,128.79,532.20,No
USEP,19-Feb-2025,17,205.77,0.0,6968.089,20.71,0.0,205.77,128.77,532.20,No
USEP,19-Feb-2025,18,206.06,0.0,7026.626,66.76,0.0,206.06,128.75,532.20,No
USEP,19-Feb-2025,19,205.78,0.0,7026.934,114.37,0.0,205.78,129.01,532.20,No
USEP,19-Feb-2025,20,147.42,0.0,6977.035,209.95,0.0,147.42,129.01,532.20,No
USEP,19-Feb-2025,21,134.95,0.0,6917.385,303.15,0.0,134.95,128.96,532.20,No
USEP,19-Feb-2025,22,134.79,0.0,6916.699,313.67,0.0,134.79,129.06,532.20,No
USEP,19-Feb-2025,23,130.03,0.0,6836.603,418.63,0.0,130.03,129.06,532.20,No
USEP,19-Feb-2025,24,100.8,0.0,6655.317,539.29,0.0,100.8,128.82,532.20,No
USEP,19-Feb-2025,25,94.07,0.0,6476.308,669.41,0.0,94.07,128.58,532.20,No
USEP,19-Feb-2025,26,98.55,0.0,6575.037,611.01,0.0,98.55,128.31,532.20,No
USEP,19-Feb-2025,27,100.82,0.0,6675.515,601.39,0.0,100.82,128.06,532.20,No
USEP,19-Feb-2025,28,130.01,0.0,6867.998,472.71,0.0,130.01,128.01,532.20,No
USEP,19-Feb-2025,29,101.01,0.0,6771.242,575.25,0.0,101.01,127.42,532.20,No
USEP,19-Feb-2025,30,101.03,0.0,6796.107,517.62,0.0,101.03,126.98,532.20,No
USEP,19-Feb-2025,31,128.73,0.0,6857.531,486.08,0.0,128.73,126.98,532.20,No
USEP,19-Feb-2025,32,120.72,0.0,6873.585,459.79,0.0,120.72,126.78,532.20,No
USEP,19-Feb-2025,33,121.87,0.0,6897.5,414.39,0.0,121.87,126.62,532.20,No
USEP,19-Feb-2025,34,126.1,0.0,6967.393,357.16,0.0,126.1,126.54,532.20,No
USEP,19-Feb-2025,35,105.59,0.0,6918.702,333.08,0.0,105.59,126.03,532.20,No
USEP,19-Feb-2025,36,104.68,0.0,6875.99,281.4,0.0,104.68,125.50,532.20,No
USEP,19-Feb-2025,37,130.05,0.0,6920.332,186.89,0.0,130.05,125.35,532.20,No
USEP,19-Feb-2025,38,137.34,0.0,7007.198,113.2,0.0,137.34,-,-,No
USEP,19-Feb-2025,39,147.47,0.0,7113.934,25.34,0.0,147.47,-,-,No
USEP,19-Feb-2025,40,147.46,0.0,7134.808,0.0,0.0,147.46,-,-,No
USEP,19-Feb-2025,41,137.49,0.0,7101.936,0.0,0.0,137.49,-,-,No
USEP,19-Feb-2025,42,137.48,0.0,7061.292,0.0,0.0,137.48,-,-,No
USEP,19-Feb-2025,43,137.23,0.0,6992.671,0.0,0.0,137.23,123.24,532.20,No
USEP,19-Feb-2025,44,130.06,0.0,6872.188,0.0,0.0,130.06,123.24,532.20,No
USEP,19-Feb-2025,45,125.2,0.0,6712.283,0.0,0.0,125.2,123.15,532.20,No
USEP,19-Feb-2025,46,104.56,0.0,6562.323,0.0,0.0,104.56,122.95,532.20,No
USEP,19-Feb-2025,47,100.33,0.0,6422.512,0.0,0.0,100.33,122.91,532.20,No
USEP,19-Feb-2025,48,100.53,0.0,6255.103,0.0,0.0,100.53,122.91,532.20,No
USEP,20-Feb-2025,1,100.45,0.0,6083.414,0.0,0.0,100.45,122.56,532.20,No
USEP,20-Feb-2025,2,100.3,0.0,5968.642,0.0,0.0,100.3,122.43,532.20,No
USEP,20-Feb-2025,3,100.49,0.0,5904.817,0.0,0.0,100.49,122.33,532.20,No
USEP,20-Feb-2025,4,100.3,0.0,5833.95,0.0,0.0,100.3,122.20,532.20,No
USEP,20-Feb-2025,5,100.22,0.0,5785.12,0.0,0.0,100.22,122.16,532.20,No
USEP,20-Feb-2025,6,100.21,0.0,5744.008,0.0,0.0,100.21,122.12,532.20,No
USEP,20-Feb-2025,7,98.6,0.0,5701.997,0.0,0.0,98.6,122.07,532.20,No
USEP,20-Feb-2025,8,98.63,0.0,5692.877,0.0,0.0,98.63,122.01,532.20,No
USEP,20-Feb-2025,9,98.63,0.0,5700.262,0.0,0.0,98.63,121.96,532.20,No
USEP,20-Feb-2025,10,100.44,0.0,5756.652,0.0,0.0,100.44,121.87,532.20,No
USEP,20-Feb-2025,11,100.63,0.0,5865.008,0.0,0.0,100.63,121.74,532.20,No
USEP,20-Feb-2025,12,114.73,0.0,6049.956,0.0,0.0,114.73,121.39,532.20,No
USEP,20-Feb-2025,13,112.34,0.0,6252.598,0.0,0.0,112.34,121.01,532.20,No
USEP,20-Feb-2025,14,129.97,0.0,6453.003,0.0,0.0,129.97,120.97,532.20,No
USEP,20-Feb-2025,15,130.36,0.0,6635.194,1.45,0.0,130.36,120.81,532.20,No
USEP,20-Feb-2025,16,146.09,0.0,6809.496,8.74,0.0,146.09,119.98,532.20,No
USEP,20-Feb-2025,17,147.41,0.0,6982.035,20.87,0.0,147.41,118.62,532.20,No
USEP,20-Feb-2025,18,137.15,0.0,7016.124,86.58,0.0,137.15,117.02,532.20,No
USEP,20-Feb-2025,19,128.73,0.0,6972.045,180.94,0.0,128.73,115.23,532.20,No
USEP,20-Feb-2025,20,101.07,0.0,6920.308,274.09,0.0,101.07,114.15,532.20,No
USEP,20-Feb-2025,21,101.08,0.0,6873.252,382.79,0.0,101.08,113.36,532.20,No
USEP,20-Feb-2025,22,100.34,0.0,6789.229,487.41,0.0,100.34,112.56,532.20,No
USEP,20-Feb-2025,23,94.21,0.0,6638.235,624.01,0.0,94.21,111.73,532.20,No
USEP,20-Feb-2025,24,93.99,0.0,6595.18,663.71,0.0,93.99,111.57,532.20,No
USEP,20-Feb-2025,25,94.63,0.0,6605.875,636.8,0.0,94.63,111.58,532.20,No
USEP,20-Feb-2025,26,94.27,0.0,6574.753,701.55,0.0,94.27,111.48,532.20,No
USEP,20-Feb-2025,27,93.59,0.0,6537.836,783.93,0.0,93.59,111.32,532.20,No
USEP,20-Feb-2025,28,94.2,0.0,6595.443,761.34,0.0,94.2,110.48,532.20,No
USEP,20-Feb-2025,29,94.85,0.0,6694.252,659.84,0.0,94.85,110.34,532.20,No
USEP,20-Feb-2025,30,100.39,0.0,6828.551,539.98,0.0,100.39,110.32,532.20,No
USEP,20-Feb-2025,31,94.38,0.0,6721.701,650.27,0.0,94.38,109.53,532.20,No
USEP,20-Feb-2025,32,94.86,0.0,6735.036,592.48,0.0,94.86,108.92,532.20,No
USEP,20-Feb-2025,33,94.61,0.0,6805.416,507.04,0.0,94.61,108.29,532.20,No
USEP,20-Feb-2025,34,106.78,0.0,7034.24,321.56,0.0,106.78,107.84,532.20,No
USEP,20-Feb-2025,35,96.9,0.0,7048.33,313.71,0.0,96.9,107.64,532.20,No
USEP,20-Feb-2025,36,98.56,0.0,7051.928,211.34,0.0,98.56,107.50,532.20,No
USEP,20-Feb-2025,37,97.55,0.0,6997.566,169.83,0.0,97.55,106.74,532.20,No
USEP,20-Feb-2025,38,101.42,0.0,7084.775,90.02,0.0,101.42,106.62,532.20,No
USEP,20-Feb-2025,39,113.12,0.0,7160.701,18.21,0.0,113.12,106.76,532.20,No
USEP,20-Feb-2025,40,128.82,0.0,7163.385,0.0,0.0,128.82,107.24,532.20,No
USEP,20-Feb-2025,41,123.23,0.0,7125.534,0.0,0.0,123.23,107.58,532.20,No
USEP,20-Feb-2025,42,112.23,0.0,7084.695,0.0,0.0,112.23,107.68,532.20,No
USEP,20-Feb-2025,43,107.6,0.0,7011.85,0.0,0.0,107.6,107.06,532.20,No
USEP,20-Feb-2025,44,101.07,0.0,6877.928,0.0,0.0,101.07,106.46,532.20,No
USEP,20-Feb-2025,45,100.53,0.0,6699.853,0.0,0.0,100.53,105.95,532.20,No
USEP,20-Feb-2025,46,98.68,0.0,6534.556,0.0,0.0,98.68,105.82,532.20,No
USEP,20-Feb-2025,47,94.51,0.0,6396.112,0.0,0.0,94.51,105.70,532.20,No
USEP,20-Feb-2025,48,97.67,0.0,6243.96,0.0,0.0,97.67,105.64,532.20,No
USEP,21-Feb-2025,1,93.91,0.0,6093.001,0.0,0.0,93.91,105.51,532.20,No
USEP,21-Feb-2025,2,93.49,0.0,5971.882,0.0,0.0,93.49,105.36,532.20,No
USEP,21-Feb-2025,3,91.65,0.0,5878.471,0.0,0.0,91.65,105.18,532.20,No
USEP,21-Feb-2025,4,90.11,0.0,5800.373,0.0,0.0,90.11,104.97,532.20,No
USEP,21-Feb-2025,5,86.63,0.0,5722.622,0.0,0.0,86.63,104.68,532.20,No
USEP,21-Feb-2025,6,86.52,0.0,5678.19,0.0,0.0,86.52,104.40,532.20,No
USEP,21-Feb-2025,7,85.17,0.0,5642.734,0.0,0.0,85.17,104.12,532.20,No
USEP,21-Feb-2025,8,85.16,0.0,5630.602,0.0,0.0,85.16,103.84,532.20,No
USEP,21-Feb-2025,9,85.16,0.0,5629.444,0.0,0.0,85.16,103.56,532.20,No
USEP,21-Feb-2025,10,86.01,0.0,5675.636,0.0,0.0,86.01,103.26,532.20,No
USEP,21-Feb-2025,11,85.38,0.0,5778.057,0.0,0.0,85.38,102.94,532.20,No
USEP,21-Feb-2025,12,90.85,0.0,5954.492,0.0,0.0,90.85,102.44,532.20,No
USEP,21-Feb-2025,13,93.46,0.0,6146.235,0.0,0.0,93.46,102.05,532.20,No
USEP,21-Feb-2025,14,100.63,0.0,6323.068,0.0,0.0,100.63,101.44,532.20,No
USEP,21-Feb-2025,15,100.98,0.0,6546.877,1.3,0.0,100.98,100.83,532.20,No
USEP,21-Feb-2025,16,119.24,0.0,6770.079,8.84,0.0,119.24,100.27,532.20,No
USEP,21-Feb-2025,17,128.72,0.0,6947.807,24.03,0.0,128.72,99.88,532.20,No
USEP,21-Feb-2025,18,118.48,0.0,6968.571,100.03,0.0,118.48,99.49,532.20,No
USEP,21-Feb-2025,19,101.06,0.0,6943.542,192.59,0.0,101.06,98.91,532.20,No
USEP,21-Feb-2025,20,100.54,0.0,6887.585,302.19,0.0,100.54,98.90,532.20,No
USEP,21-Feb-2025,21,100.54,0.0,6830.753,411.54,0.0,100.54,98.89,532.20,No
USEP,21-Feb-2025,22,100.32,0.0,6776.048,500.81,0.0,100.32,98.89,532.20,No
USEP,21-Feb-2025,23,93.54,0.0,6682.697,590.59,0.0,93.54,98.87,532.20,No
USEP,21-Feb-2025,24,89.6,0.0,6648.791,577.57,0.0,89.6,98.78,532.20,No
USEP,21-Feb-2025,25,85.27,0.0,6488.946,676.18,0.0,85.27,98.59,532.20,No
USEP,21-Feb-2025,26,84.46,0.0,6459.191,676.57,0.0,84.46,98.38,532.20,No
USEP,21-Feb-2025,27,84.46,0.0,6475.15,687.5,0.0,84.46,98.19,532.20,No
USEP,21-Feb-2025,28,83.52,0.0,6446.91,724.99,0.0,83.52,97.97,532.20,No
USEP,21-Feb-2025,29,85.27,0.0,6515.297,679.01,0.0,85.27,97.77,532.20,No
USEP,21-Feb-2025,30,87.93,0.0,6597.302,578.12,0.0,87.93,97.51,532.20,No
USEP,21-Feb-2025,31,84.44,0.0,6515.511,671.74,0.0,84.44,97.31,532.20,No
USEP,21-Feb-2025,32,88.72,0.0,6631.471,601.1,0.0,88.72,97.18,532.20,No
USEP,21-Feb-2025,33,86.11,0.0,6670.674,527.52,0.0,86.11,97.00,532.20,No
USEP,21-Feb-2025,34,93.56,0.0,6869.881,367.77,0.0,93.56,96.72,532.20,No
USEP,21-Feb-2025,35,93.12,0.0,6877.849,332.44,0.0,93.12,96.65,532.20,No
USEP,21-Feb-2025,36,93.27,0.0,6858.908,252.71,0.0,93.27,96.54,532.20,No
USEP,21-Feb-2025,37,93.97,0.0,6864.911,185.61,0.0,93.97,96.46,532.20,No
USEP,21-Feb-2025,38,98.63,0.0,6961.493,82.64,0.0,98.63,96.40,532.20,No
USEP,21-Feb-2025,39,100.58,0.0,7025.119,21.22,0.0,100.58,96.14,532.20,No
USEP,21-Feb-2025,40,98.66,0.0,7018.305,0.0,0.0,98.66,95.51,532.20,No
USEP,21-Feb-2025,41,97.63,0.0,6970.917,0.0,0.0,97.63,94.98,532.20,No
USEP,21-Feb-2025,42,93.99,0.0,6894.309,0.0,0.0,93.99,94.60,532.20,No
USEP,21-Feb-2025,43,100.39,0.0,6786.733,0.0,0.0,100.39,94.45,532.20,No
USEP,21-Feb-2025,44,98.73,0.0,6658.552,0.0,0.0,98.73,94.40,532.20,No
USEP,21-Feb-2025,45,97.71,0.0,6501.749,0.0,0.0,97.71,94.34,532.20,No
USEP,21-Feb-2025,46,93.96,0.0,6370.809,0.0,0.0,93.96,94.24,532.20,No
USEP,21-Feb-2025,47,93.07,0.0,6244.383,0.0,0.0,93.07,94.21,532.20,No
USEP,21-Feb-2025,48,90.11,0.0,6012.612,0.0,0.0,90.11,94.06,532.20,No
USEP,22-Feb-2025,1,84.15,0.0,5784.518,0.0,0.0,84.15,93.85,532.20,No
USEP,22-Feb-2025,2,81.54,0.0,5689.383,0.0,0.0,81.54,93.60,532.20,No
USEP,22-Feb-2025,3,84.41,0.0,5709.675,0.0,0.0,84.41,93.45,532.20,No
USEP,22-Feb-2025,4,84.19,0.0,5630.364,0.0,0.0,84.19,93.33,532.20,No
USEP,22-Feb-2025,5,81.52,0.0,5557.702,0.0,0.0,81.52,93.22,532.20,No
USEP,22-Feb-2025,6,81.53,0.0,5500.841,0.0,0.0,81.53,93.12,532.20,No
USEP,22-Feb-2025,7,81.37,0.0,5463.581,0.0,0.0,81.37,93.04,532.20,No
USEP,22-Feb-2025,8,79.52,0.0,5436.102,0.0,0.0,79.52,92.92,532.20,No
USEP,22-Feb-2025,9,79.52,0.0,5435.54,0.0,0.0,79.52,92.81,532.20,No
USEP,22-Feb-2025,10,81.53,0.0,5450.47,0.0,0.0,81.53,92.71,532.20,No
USEP,22-Feb-2025,11,89.33,0.0,5496.04,0.0,0.0,89.33,92.79,532.20,No
USEP,22-Feb-2025,12,93.99,0.0,5577.692,0.0,0.0,93.99,92.86,532.20,No
USEP,22-Feb-2025,13,100.45,0.0,5727.155,0.0,0.0,100.45,93.01,532.20,No
USEP,22-Feb-2025,14,115.88,0.0,5928.002,0.0,0.0,115.88,93.32,532.20,No
USEP,22-Feb-2025,15,124.71,0.0,6096.282,1.53,0.0,124.71,93.82,532.20,No
USEP,22-Feb-2025,16,173.27,0.0,6219.592,9.13,0.0,173.27,94.94,532.20,No
USEP,22-Feb-2025,17,173.62,0.0,6345.279,23.17,0.0,173.62,95.88,532.20,No
USEP,22-Feb-2025,18,132.11,0.0,6358.986,98.8,0.0,132.11,96.16,532.20,No
USEP,22-Feb-2025,19,118.83,0.0,6356.411,179.59,0.0,118.83,96.53,532.20,No
USEP,22-Feb-2025,20,101.65,0.0,6297.303,315.5,0.0,101.65,96.56,532.20,No
USEP,22-Feb-2025,21,100.73,0.0,6260.535,434.12,0.0,100.73,96.56,532.20,No
USEP,22-Feb-2025,22,100.27,0.0,6143.298,554.68,0.0,100.27,96.56,532.20,No
USEP,22-Feb-2025,23,93.97,0.0,6042.541,666.35,0.0,93.97,96.57,532.20,No
USEP,22-Feb-2025,24,93.92,0.0,6018.581,701.07,0.0,93.92,96.66,532.20,No
USEP,22-Feb-2025,25,100.53,0.0,6198.857,508.46,0.0,100.53,96.98,532.20,No
USEP,22-Feb-2025,26,100.33,0.0,6118.06,548.9,0.0,100.33,97.31,532.20,No
USEP,22-Feb-2025,27,98.71,0.0,6068.34,627.66,0.0,98.71,97.60,532.20,No
USEP,22-Feb-2025,28,100.32,0.0,6107.091,593.01,0.0,100.32,97.95,532.20,No
USEP,22-Feb-2025,29,100.73,0.0,6228.379,477.87,0.0,100.73,98.28,532.20,No
USEP,22-Feb-2025,30,100.52,0.0,6185.955,514.05,0.0,100.52,98.54,532.20,No
USEP,22-Feb-2025,31,100.71,0.0,6213.365,504.36,0.0,100.71,98.88,532.20,No
USEP,22-Feb-2025,32,100.96,0.0,6256.703,484.03,0.0,100.96,99.13,532.20,No
USEP,22-Feb-2025,33,113.95,0.0,6376.833,316.71,0.0,113.95,99.71,532.20,No
USEP,22-Feb-2025,34,174.54,0.0,6532.727,210.64,0.0,174.54,101.40,532.20,No
USEP,22-Feb-2025,35,205.03,0.0,6609.404,130.88,0.0,205.03,103.73,532.20,No
USEP,22-Feb-2025,36,205.68,0.0,6625.462,64.62,0.0,205.68,106.07,532.20,No
USEP,22-Feb-2025,37,147.47,0.0,6606.198,91.29,0.0,147.47,107.19,532.20,No
USEP,22-Feb-2025,38,147.62,0.0,6676.37,51.5,0.0,147.62,108.21,532.20,No
USEP,22-Feb-2025,39,147.43,0.0,6696.265,24.95,0.0,147.43,109.18,532.20,No
USEP,22-Feb-2025,40,147.62,0.0,6728.212,0.0,0.0,147.62,110.20,532.20,No
USEP,22-Feb-2025,41,147.64,0.0,6730.811,0.0,0.0,147.64,111.25,532.20,No
USEP,22-Feb-2025,42,147.41,0.0,6723.152,0.0,0.0,147.41,112.36,532.20,No
USEP,22-Feb-2025,43,130.14,0.0,6676.991,0.0,0.0,130.14,112.98,532.20,No
USEP,22-Feb-2025,44,125.31,0.0,6584.698,0.0,0.0,125.31,113.53,532.20,No
USEP,22-Feb-2025,45,128.63,0.0,6480.735,0.0,0.0,128.63,114.18,532.20,No
USEP,22-Feb-2025,46,112.92,0.0,6371.848,0.0,0.0,112.92,114.57,532.20,No
USEP,22-Feb-2025,47,118.86,0.0,6277.274,0.0,0.0,118.86,115.11,532.20,No
USEP,22-Feb-2025,48,112.92,0.0,6164.072,0.0,0.0,112.92,115.58,532.20,No
USEP,23-Feb-2025,1,113.7,0.0,6041.497,0.0,0.0,113.7,116.20,532.20,No
USEP,23-Feb-2025,2,105.1,0.0,5925.02,0.0,0.0,105.1,116.69,532.20,No
USEP,23-Feb-2025,3,104.57,0.0,5833.289,0.0,0.0,104.57,117.11,532.20,No
USEP,23-Feb-2025,4,100.72,0.0,5758.804,0.0,0.0,100.72,117.45,532.20,No
USEP,23-Feb-2025,5,100.52,0.0,5706.44,0.0,0.0,100.52,117.85,532.20,No
USEP,23-Feb-2025,6,100.31,0.0,5655.865,0.0,0.0,100.31,118.24,532.20,No
USEP,23-Feb-2025,7,100.2,0.0,5616.771,0.0,0.0,100.2,118.63,532.20,No
USEP,23-Feb-2025,8,99.81,0.0,5582.224,0.0,0.0,99.81,119.06,532.20,No
USEP,23-Feb-2025,9,95.04,0.0,5573.03,0.0,0.0,95.04,119.38,532.20,No
USEP,23-Feb-2025,10,99.62,0.0,5579.739,0.0,0.0,99.62,119.76,532.20,No
USEP,23-Feb-2025,11,100.51,0.0,5627.71,0.0,0.0,100.51,119.99,532.20,No
USEP,23-Feb-2025,12,103.47,0.0,5687.608,0.0,0.0,103.47,120.19,532.20,No
USEP,23-Feb-2025,13,104.59,0.0,5756.498,0.0,0.0,104.59,120.27,532.20,No
USEP,23-Feb-2025,14,108.25,0.0,5839.333,0.0,0.0,108.25,120.11,532.20,No
USEP,23-Feb-2025,15,105.41,0.0,5885.742,1.43,0.0,105.41,119.71,532.20,No
USEP,23-Feb-2025,16,109.48,0.0,5939.528,8.84,0.0,109.48,118.38,532.20,No
USEP,23-Feb-2025,17,110.68,0.0,6014.913,20.21,0.0,110.68,117.07,532.20,No
USEP,23-Feb-2025,18,113.9,0.0,6056.944,70.69,0.0,113.9,116.69,532.20,No
USEP,23-Feb-2025,19,112.98,0.0,6097.201,103.79,0.0,112.98,116.57,532.20,No
USEP,23-Feb-2025,20,104.9,0.0,6012.199,244.02,0.0,104.9,116.64,532.20,No
USEP,23-Feb-2025,21,100.53,0.0,5933.912,374.62,0.0,100.53,116.63,532.20,No
USEP,23-Feb-2025,22,100.42,0.0,5889.808,440.71,0.0,100.42,116.64,532.20,No
USEP,23-Feb-2025,23,98.77,0.0,5820.208,538.02,0.0,98.77,116.74,532.20,No
USEP,23-Feb-2025,24,93.85,0.0,5704.631,623.58,0.0,93.85,116.74,532.20,No
USEP,23-Feb-2025,25,93.9,0.0,5704.934,653.2,0.0,93.9,116.60,532.20,No
USEP,23-Feb-2025,26,93.93,0.0,5697.891,678.61,0.0,93.93,116.46,532.20,No
USEP,23-Feb-2025,27,100.73,0.0,5966.937,509.4,0.0,100.73,116.51,532.20,No
USEP,23-Feb-2025,28,101.16,0.0,6042.829,435.3,0.0,101.16,116.52,532.20,No
USEP,23-Feb-2025,29,101.04,0.0,6076.973,366.47,0.0,101.04,116.53,532.20,No
USEP,23-Feb-2025,30,100.73,0.0,5990.142,442.96,0.0,100.73,116.53,532.20,No
USEP,23-Feb-2025,31,109.29,0.0,6069.732,364.35,0.0,109.29,116.71,532.20,No
USEP,23-Feb-2025,32,205.23,0.0,6273.338,189.36,0.0,205.23,118.89,532.20,No
USEP,23-Feb-2025,33,110.11,0.0,6171.86,302.27,0.0,110.11,118.81,532.20,No
USEP,23-Feb-2025,34,132.11,0.0,6314.971,181.99,0.0,132.11,117.92,532.20,No
USEP,23-Feb-2025,35,128.78,0.0,6288.899,227.59,0.0,128.78,116.33,532.20,No
USEP,23-Feb-2025,36,132.28,0.0,6346.312,157.08,0.0,132.28,114.80,532.20,No
USEP,23-Feb-2025,37,114.76,0.0,6380.123,136.24,0.0,114.76,114.12,532.20,No
USEP,23-Feb-2025,38,147.5,0.0,6507.976,55.3,0.0,147.5,114.12,532.20,No
USEP,23-Feb-2025,39,126.33,0.0,6624.006,21.25,0.0,126.33,113.68,532.20,No
USEP,23-Feb-2025,40,128.89,0.0,6678.249,0.0,0.0,128.89,113.29,532.20,No
USEP,23-Feb-2025,41,130.2,0.0,6697.741,0.0,0.0,130.2,112.93,532.20,No
USEP,23-Feb-2025,42,147.44,0.0,6701.279,0.0,0.0,147.44,112.93,532.20,No
USEP,23-Feb-2025,43,147.45,0.0,6672.816,0.0,0.0,147.45,113.29,532.20,No
USEP,23-Feb-2025,44,125.51,0.0,6557.919,0.0,0.0,125.51,113.29,532.20,No
USEP,23-Feb-2025,45,111.61,0.0,6412.766,0.0,0.0,111.61,112.94,532.20,No
USEP,23-Feb-2025,46,106.54,0.0,6296.612,0.0,0.0,106.54,112.80,532.20,No
USEP,23-Feb-2025,47,105.5,0.0,6193.828,0.0,0.0,105.5,112.53,532.20,No
USEP,23-Feb-2025,48,105.86,0.0,6170.036,0.0,0.0,105.86,112.38,532.20,No
USEP,24-Feb-2025,1,126.81,0.0,6114.999,0.0,0.0,126.81,112.65,532.20,No
USEP,24-Feb-2025,2,114.94,0.0,5952.325,0.0,0.0,114.94,112.86,532.20,No
USEP,24-Feb-2025,3,106.56,0.0,5785.94,0.0,0.0,106.56,112.90,532.20,No
USEP,24-Feb-2025,4,106.53,0.0,5730.499,0.0,0.0,106.53,113.02,532.20,No
USEP,24-Feb-2025,5,105.85,0.0,5702.946,0.0,0.0,105.85,113.13,532.20,No
USEP,24-Feb-2025,6,104.9,0.0,5653.355,0.0,0.0,104.9,113.23,532.20,No
USEP,24-Feb-2025,7,104.89,0.0,5620.434,0.0,0.0,104.89,113.32,532.20,No
USEP,24-Feb-2025,8,104.88,0.0,5596.538,0.0,0.0,104.88,113.43,532.20,No
USEP,24-Feb-2025,9,104.38,0.0,5599.46,0.0,0.0,104.38,113.62,532.20,No
USEP,24-Feb-2025,10,106.63,0.0,5648.196,0.0,0.0,106.63,113.77,532.20,No
USEP,24-Feb-2025,11,109.66,0.0,5755.394,0.0,0.0,109.66,113.96,532.20,No
USEP,24-Feb-2025,12,123.49,0.0,5938.986,0.0,0.0,123.49,114.38,532.20,No
USEP,24-Feb-2025,13,126.66,0.0,6161.115,0.0,0.0,126.66,114.84,532.20,No
USEP,24-Feb-2025,14,112.98,0.0,6375.884,0.0,0.0,112.98,114.94,532.20,No
USEP,24-Feb-2025,15,103.69,0.0,6562.423,2.12,0.0,103.69,114.90,532.20,No
USEP,24-Feb-2025,16,101.01,0.0,6674.158,10.3,0.0,101.01,114.72,532.20,No
USEP,24-Feb-2025,17,100.61,0.0,6789.045,22.79,0.0,100.61,114.51,532.20,No
USEP,24-Feb-2025,18,100.42,0.0,6808.05,88.05,0.0,100.42,114.23,532.20,No
USEP,24-Feb-2025,19,93.55,0.0,6759.856,183.85,0.0,93.55,113.83,532.20,No
USEP,24-Feb-2025,20,89.23,0.0,6701.061,289.07,0.0,89.23,113.50,532.20,No
USEP,24-Feb-2025,21,91.4,0.0,6666.519,377.18,0.0,91.4,113.31,532.20,No
USEP,24-Feb-2025,22,85.01,0.0,6527.653,520.45,0.0,85.01,112.99,532.20,No
USEP,24-Feb-2025,23,83.54,0.0,6399.869,631.76,0.0,83.54,112.67,532.20,No
USEP,24-Feb-2025,24,79.41,0.0,6286.603,674.56,0.0,79.41,112.37,532.20,No
USEP,24-Feb-2025,25,79.33,0.0,6249.263,705.68,0.0,79.33,112.07,532.20,No
USEP,24-Feb-2025,26,83.54,0.0,6354.846,646.15,0.0,83.54,111.85,532.20,No
USEP,24-Feb-2025,27,84.68,0.0,6422.89,656.44,0.0,84.68,111.52,532.20,No
USEP,24-Feb-2025,28,84.71,0.0,6469.991,634.76,0.0,84.71,111.18,532.20,No
